ISRN_KIND_DTCD,ISRN_KIND_ITCD,ISRN_KIND_SALE_NM,PROD_DTCD,PROD_ITCD,PROD_SALE_NM,MIN(A.SALE_STAR_DATE),MAX(A.SALE_END_DATE)
1984,8,한화생명 기본형 급여 실손의료비보장보험[개인중지재개용](갱신형) 무배당(질병급여형)(30세형),1984,8,한화생명 기본형 급여 실손의료비보장보험[개인중지재개용](갱신형) 무배당(질병급여형)(30세형),2021.7.1 0:00,9999.12.31 0:00
1985,1,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(상해급여형)(100세형),1985,1,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(상해급여형)(100세형),2021.8.1 0:00,9999.12.31 0:00
1985,2,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(질병급여형)(100세형),1985,2,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(질병급여형)(100세형),2021.8.1 0:00,9999.12.31 0:00
1985,3,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(상해급여형)(30세형),1985,3,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형)무배당(상해급여형)(30세형),2021.8.1 0:00,9999.12.31 0:00
1985,4,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(질병급여형)(30세형),1985,4,한화생명 기본형 급여 실손의료비보장보험[계약전환용](갱신형) 무배당(질병급여형)(30세형),2021.8.1 0:00,9999.12.31 0:00
1986,1,한화생명 기본형 급여 실손의료비보장보험[단체개인전환용](갱신형) 무배당(상해급여형)(100세형),1986,1,한화생명 기본형 급여 실손의료비보장보험[단체개인전환용](갱신형) 무배당(상해급여형)(100세형),2021.7.1 0:00,9999.12.31 0:00
1986,2,한화생명 기본형 급여 실손의료비보장보험[단체개인전환용](갱신형) 무배당(질병급여형)(100세형),1986,2,한화생명 기본형 급여 실손의료비보장보험[단체개인전환용](갱신형) 무배당(질병급여형)(100세형),2021.7.1 0:00,9999.12.31 0:00
2042,53,한화생명 스마트하이브리드연금보험 무배당 거치형 1종(연금강화형)(종신연금형) 가산할인형,2042,53,한화생명 스마트하이브리드연금보험 무배당 거치형 1종(연금강화형) 종신연금형 가산할인형,2026.2.1 0:00,9999.12.31 0:00
2042,54,한화생명 스마트하이브리드연금보험 무배당 거치형 2종(기본형)(종신연금형) 가산할인형,2042,54,한화생명 스마트하이브리드연금보험 무배당 거치형 2종(기본형)(종신연금형) 가산할인형,2026.2.1 0:00,9999.12.31 0:00
2042,55,"한화생명 스마트하이브리드연금보험 무배당 거치형 3종(가족사랑형)(가족종신연금,가족사랑연금) 가산할인형",2042,55,"한화생명 스마트하이브리드연금보험 무배당 거치형 3종(가족사랑형)(가족종신연금,가족사랑연금) 가산할인형",2026.2.1 0:00,9999.12.31 0:00
2042,56,한화생명 스마트하이브리드연금보험 무배당 적립형 2종(기본형)(종신연금형) 가산할인형,2042,56,한화생명 스마트하이브리드연금보험 무배당 적립형 2종(기본형)(종신연금형) 가산할인형,2026.2.1 0:00,9999.12.31 0:00
2042,57,"한화생명 스마트하이브리드연금보험 무배당 적립형 3종(가족사랑형)(가족종신연금,가족사랑연금) 가산할인형",2042,57,"한화생명 스마트하이브리드연금보험 무배당 적립형 3종(가족사랑형)(가족종신연금,가족사랑연금) 가산할인형",2026.2.1 0:00,9999.12.31 0:00
2061,1,"한화생명 e암보험(비갱신형) 무배당[표준체형](해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2061,1,"한화생명 e암보험(비갱신형) 무배당[표준체형](해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2022.10.1 0:00,9999.12.31 0:00
2061,2,"한화생명 e암보험(비갱신형) 무배당[비흡연체형](해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2061,2,"한화생명 e암보험(비갱신형) 무배당[비흡연체형](해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2022.10.1 0:00,9999.12.31 0:00
2126,A01,"한화생명 진심가득H보장보험 무배당 보장형 계약[해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)] 1종(출생아가입형)",2126,1,"한화생명 진심가득H보장보험 무배당 보장형 계약[해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)] 1종(출생아가입형)",2026.2.1 0:00,9999.12.31 0:00
2126,A02,"한화생명 진심가득H보장보험 무배당 보장형 계약[해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)] 2종(태아가입형 23주 이내)",2126,2,"한화생명 진심가득H보장보험 무배당 보장형 계약[해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)] 2종(태아가입형 23주 이내)",2026.2.1 0:00,9999.12.31 0:00
2126,A03,"한화생명 진심가득H보장보험 무배당 보장형 계약[해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)] 3종(태아가입형 23주 초과)",2126,3,"한화생명 진심가득H보장보험 무배당 보장형 계약[해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)] 3종(태아가입형 23주 초과)",2026.2.1 0:00,9999.12.31 0:00
2126,A04,한화생명 상생친구 보장보험 무배당 보장형 계약 1종(출생아가입형),2126,4,한화생명 상생친구 보장보험 무배당 보장형 계약 1종(출생아가입형),2026.2.1 0:00,9999.12.31 0:00
2126,A05,한화생명 상생친구 보장보험 무배당 보장형 계약 2종(태아가입형 23주 이내),2126,5,한화생명 상생친구 보장보험 무배당 보장형 계약 2종(태아가입형 23주 이내),2026.2.1 0:00,9999.12.31 0:00
2126,A06,한화생명 상생친구 보장보험 무배당 보장형 계약 3종(태아가입형 23주 초과),2126,6,한화생명 상생친구 보장보험 무배당 보장형 계약 3종(태아가입형 23주 초과),2026.2.1 0:00,9999.12.31 0:00
2129,A01,"한화생명 상속H종신보험 무배당 1종(기납입플러스형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(표준체)",2129,1,"한화생명 상속H종신보험 무배당 1종(기납입플러스형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(표준체)",2025.9.1 0:00,9999.12.31 0:00
2129,A02,"한화생명 상속H종신보험 무배당 1종(기납입플러스형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(건강체)",2129,2,"한화생명 상속H종신보험 무배당 1종(기납입플러스형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(건강체)",2025.9.1 0:00,9999.12.31 0:00
2129,A03,"한화생명 상속H종신보험 무배당 2종(기본형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(표준체)",2129,3,"한화생명 상속H종신보험 무배당 2종(기본형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(표준체)",2025.9.1 0:00,9999.12.31 0:00
2129,A04,"한화생명 상속H종신보험 무배당 2종(기본형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(건강체)",2129,4,"한화생명 상속H종신보험 무배당 2종(기본형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))(건강체)",2025.9.1 0:00,9999.12.31 0:00
2130,A01,"한화생명 간편가입 상속H종신보험 무배당 1종(기납입플러스형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2130,1,"한화생명 간편가입 상속H종신보험 무배당 1종(기납입플러스형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2025.9.1 0:00,9999.12.31 0:00
2130,A02,"한화생명 간편가입 상속H종신보험 무배당 2종(기본형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2130,2,"한화생명 간편가입 상속H종신보험 무배당 2종(기본형)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2025.9.1 0:00,9999.12.31 0:00
2170,A01,"한화생명 H간병보험 무배당 간편가입형(2년)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2170,1,"한화생명 H간병보험 무배당 간편가입형(2년)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2026.2.1 0:00,9999.12.31 0:00
2170,A02,"한화생명 H간병보험 무배당 일반가입형(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2170,2,"한화생명 H간병보험 무배당 일반가입형(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2026.2.1 0:00,9999.12.31 0:00
2170,A03,"한화생명 H간병보험 무배당 치매보장플랜형(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2170,3,"한화생명 H간병보험 무배당 치매보장플랜형(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2026.2.1 0:00,9999.12.31 0:00
2170,A04,"한화생명 H보장보험Ⅰ 무배당 간편가입형(2년)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2170,4,"한화생명 H보장보험Ⅰ 무배당 간편가입형(2년)(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2026.2.1 0:00,9999.12.31 0:00
2170,A05,"한화생명 H보장보험Ⅰ 무배당 일반가입형(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2170,5,"한화생명 H보장보험Ⅰ 무배당 일반가입형(해약환급금 미지급형(납입기간중 0%, 납입기간후 50%))",2026.2.1 0:00,9999.12.31 0:00
2204,A01,"한화생명 시그니처H암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2204,1,"한화생명 시그니처H암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2024.11.1 0:00,9999.12.31 0:00
2204,A02,"한화생명 시그니처H보장보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2204,2,"한화생명 시그니처H보장보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.4.1 0:00,9999.12.31 0:00
2205,A01,"한화생명 간편가입 시그니처H암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2205,1,"한화생명 간편가입 시그니처H암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2024.11.1 0:00,9999.12.31 0:00
2205,A02,"한화생명 간편가입 시그니처H보장보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2205,2,"한화생명 간편가입 시그니처H보장보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.4.1 0:00,9999.12.31 0:00
2207,A03,한화생명 제로백H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 표준체,2207,3,한화생명 제로백H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 표준체,2025.1.1 0:00,9999.12.31 0:00
2207,A04,한화생명 제로백H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 건강체,2207,4,한화생명 제로백H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 건강체,2025.1.1 0:00,9999.12.31 0:00
2207,A10,한화생명 제로백H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 표준체,2207,10,한화생명 제로백H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 표준체,2025.4.1 0:00,9999.12.31 0:00
2207,A11,한화생명 제로백H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 건강체,2207,11,한화생명 제로백H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 건강체,2025.4.1 0:00,9999.12.31 0:00
2208,A02,한화생명 간편가입 제로백H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ),2208,2,한화생명 간편가입 제로백H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ),2025.1.1 0:00,9999.12.31 0:00
2208,A06,한화생명 간편가입 제로백H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ),2208,6,한화생명 간편가입 제로백H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ),2025.4.1 0:00,9999.12.31 0:00
2209,A01,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 표준체,2209,1,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 표준체,2025.1.1 0:00,9999.12.31 0:00
2209,A02,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 건강체,2209,2,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 건강체,2025.1.1 0:00,9999.12.31 0:00
2209,A03,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 표준체,2209,3,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 표준체,2025.1.1 0:00,9999.12.31 0:00
2209,A04,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 건강체,2209,4,한화생명 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 건강체,2025.1.1 0:00,9999.12.31 0:00
2209,A05,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 표준체,2209,5,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 표준체,2025.1.1 0:00,9999.12.31 0:00
2209,A06,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 건강체,2209,6,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%) 건강체,2025.1.1 0:00,9999.12.31 0:00
2209,A07,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 표준체,2209,7,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 표준체,2025.1.1 0:00,9999.12.31 0:00
2209,A08,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 건강체,2209,8,한화생명 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%) 건강체,2025.1.1 0:00,9999.12.31 0:00
2210,A01,한화생명 간편가입 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%),2210,1,한화생명 간편가입 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%),2025.1.1 0:00,9999.12.31 0:00
2210,A02,한화생명 간편가입 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%),2210,2,한화생명 간편가입 H종신보험 무배당 보장형 계약 1종(기본납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%),2025.1.1 0:00,9999.12.31 0:00
2210,A03,한화생명 간편가입 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%),2210,3,한화생명 간편가입 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅰ(납입기간중 50%),2025.1.1 0:00,9999.12.31 0:00
2210,A04,한화생명 간편가입 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%),2210,4,한화생명 간편가입 H종신보험 무배당 보장형 계약 2종(3대질병납입면제형) 해약환급금 일부지급형Ⅱ(납입기간중 50%),2025.1.1 0:00,9999.12.31 0:00
2236,2,한화생명 스마트H상해보험 무배당 2종 1형(기본형),2236,2,한화생명 스마트H상해보험 무배당 2종 1형(기본형),2025.11.1 0:00,9999.12.31 0:00
2236,3,한화생명 스마트H상해보험 무배당 2종 2형(보장강화형),2236,3,한화생명 스마트H상해보험 무배당 2종 2형(보장강화형),2026.1.1 0:00,9999.12.31 0:00
2236,6,한화생명 스마트V상해보험 무배당 1종 1형(기본형),2236,6,한화생명 스마트V상해보험 무배당 1종 1형(기본형),2026.2.1 0:00,9999.12.31 0:00
2236,7,한화생명 스마트V상해보험 무배당 1종 2형(보장강화형),2236,7,한화생명 스마트V상해보험 무배당 1종 2형(보장강화형),2026.2.1 0:00,9999.12.31 0:00
2242,A01,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 표준체,2242,1,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 표준체,2025.6.11 0:00,9999.12.31 0:00
2242,A02,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 건강체,2242,2,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 건강체,2025.6.11 0:00,9999.12.31 0:00
2242,A03,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 표준체,2242,3,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 표준체,2025.6.11 0:00,9999.12.31 0:00
2242,A04,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 건강체,2242,4,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 건강체,2025.6.11 0:00,9999.12.31 0:00
2243,A01,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형,2243,1,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형,2025.6.11 0:00,9999.12.31 0:00
2243,A02,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형,2243,2,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형,2025.6.11 0:00,9999.12.31 0:00
2244,A01,"한화생명 케어백간병플러스보험 무배당 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,1,"한화생명 케어백간병플러스보험 무배당 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.8.15 0:00,9999.12.31 0:00
2244,A02,"한화생명 케어백간병플러스보험 무배당 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,2,"한화생명 케어백간병플러스보험 무배당 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.8.15 0:00,9999.12.31 0:00
2244,A03,"한화생명 케어백간병플러스보험 무배당 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,3,"한화생명 케어백간병플러스보험 무배당 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.8.15 0:00,9999.12.31 0:00
2244,A04,"한화생명 케어백간병플러스보험 무배당 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,4,"한화생명 케어백간병플러스보험 무배당 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.8.15 0:00,9999.12.31 0:00
2244,A05,"한화생명 케어백간병플러스보험 무배당 일반가입형 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,5,"한화생명 케어백간병플러스보험 무배당 일반가입형 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.8.15 0:00,9999.12.31 0:00
2246,A01,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,1,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A02,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(1년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,2,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(1년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A03,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,3,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A04,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(3년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,4,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(3년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A05,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(4년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,5,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(4년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A06,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,6,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A07,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,7,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A08,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 일반가입형Ⅱ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,8,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 일반가입형Ⅱ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2246,A09,"한화생명 H건강플러스보험 무배당 보장형계약 일반고지형 일반가입형Ⅰ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,9,"한화생명 H건강플러스보험 무배당 보장형계약 일반고지형 일반가입형Ⅰ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2025.9.1 0:00,9999.12.31 0:00
2248,A01,"한화생명 Need AI 암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2248,1,"한화생명 Need AI 암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.9.1 0:00,9999.12.31 0:00
2249,A01,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2249,1,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.9.1 0:00,9999.12.31 0:00
2249,A02,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2249,2,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.9.1 0:00,9999.12.31 0:00
2250,A01,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 표준체,2250,1,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 표준체,2025.9.24 0:00,9999.12.31 0:00
2250,A02,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 건강체,2250,2,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 건강체,2025.9.24 0:00,9999.12.31 0:00
2250,A03,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 표준체,2250,3,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 표준체,2025.9.24 0:00,9999.12.31 0:00
2250,A04,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 건강체,2250,4,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 건강체,2025.9.24 0:00,9999.12.31 0:00
2250,A05,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 표준체,2250,5,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 표준체,2025.9.24 0:00,9999.12.31 0:00
2250,A06,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 건강체,2250,6,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 건강체,2025.9.24 0:00,9999.12.31 0:00
2251,A01,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ),2251,1,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ),2025.9.24 0:00,9999.12.31 0:00
2251,A02,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ),2251,2,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ),2025.9.24 0:00,9999.12.31 0:00
2251,A03,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ),2251,3,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ),2025.9.24 0:00,9999.12.31 0:00
2253,A01,"한화생명 H당뇨보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2253,1,"한화생명 H당뇨보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.11.1 0:00,9999.12.31 0:00
2254,A01,"한화생명 간편가입 H당뇨보험 무배당 해약환급금 미지급형(납입기간 중 0%, 납입기간후 50%)",2254,1,"한화생명 간편가입 H당뇨보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2025.11.1 0:00,9999.12.31 0:00
2255,A01,한화생명 포켓골절보험 무배당,2255,1,한화생명 포켓골절보험 무배당,2025.12.1 0:00,9999.12.31 0:00
2256,A01,한화생명 간편가입 포켓골절보험 무배당,2256,1,한화생명 간편가입 포켓골절보험 무배당,2025.12.1 0:00,9999.12.31 0:00
2257,A01,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,1,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2026.1.1 0:00,9999.12.31 0:00
2257,A02,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(1년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,2,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(1년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2026.1.1 0:00,9999.12.31 0:00
